userid,start_date_s,end_date_s,status_s,progress_s,duration_s_s,finished_s,recorded_date_s,response_id_s,distribution_channel,user_language,id_1_s,id_2_s,id_3_s,id_4_s,id_5_s,participinfo,consent,q12_first_click,q12_last_click,q12_page_submit,q12_click_count,entexp,entxn,entxb,xposent,xposen,xposeb,prog,programme,q18,q19_first_click,q19_last_click,q19_page_submit,q19_click_count,cse1,cse2,cse3,creativese,q24_first_click,q24_last_click,q24_page_submit,q24_click_count,pinno1,pinno2,pinno3,persinno,q29_first_click,q29_last_click,q29_page_submit,q29_click_count,pl1,cl1,cl2,pl2,cl3,ml1,ml2,pl3,ml3,pl,cl,ml,frequse,frequentuser,useplan,useprof,useacad,usecontext,q44_first_click,q44_last_click,q44_page_submit,q44_click_count,se1,se2,se3,selfefficacy,q49_first_click,q49_last_click,q49_page_submit,q49_click_count,gender,q50_3_text,ageoriginal,hscountry,country_n,country_group,uk,q53_first_click,q53_last_click,q53_page_submit,q53_click_count,q63_first_click,q63_last_click,q63_page_submit,q63_click_count,random_id,id
rs12ys,2024-01-31T11:40:14Z,2024-01-31T11:43:43Z,IP Address,100,209,TRUE,2024-01-31T11:43:45Z,R_4fq0wzM6LBejfz0,anonymous,EN,r,s,12,y,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,1.884,1.884,2.112,1,5,5,5,5,1.078,1.078,1.375,1,5,5,6,5.333333333333333,0.529,0.529,0.79,1,5,6,6,7,5,4,5,6,7,6,5.666666666666667,5.333333333333333,About once a month.,0,2,1,2,1.6666666666666667,0.631,1.065,2.153,2,5,4,5,4.666666666666667,0.743,1.393,2.618,2,Male,NA,21,China,95,China,0,NA,NA,NA,NA,0.743,6.544,23.894,3,44612,NA
rt18ms,2024-03-08T14:29:30Z,2024-03-08T14:40:13Z,IP Address,100,642,TRUE,2024-03-08T14:40:13Z,R_2wTYuhKkSptSsFA,anonymous,EN,r,t,18,m,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,Computer Science / Data Science / Informatics.,A programme without a business component,1,7.34,7.34,8.999,1,6,6,7,6.333333333333333,3.742,3.742,4.61,1,5,7,7,6.333333333333333,2.665,2.665,3.624,1,6,7,4,7,6,3,2,4,2,5.666666666666667,5.666666666666667,2.3333333333333335,Several times each week.,frequent generative AI user,2,1,2,1.6666666666666667,8.356,8.356,10.782,1,6,6,7,6.333333333333333,3.88,3.88,4.818,1,Male,NA,27,India,7,India,0,NA,NA,NA,NA,11.097,11.097,33.85,1,68487,NA
rx01lf,2024-01-31T11:28:07Z,2024-01-31T11:46:42Z,IP Address,100,1115,TRUE,2024-01-31T11:46:43Z,R_8rIbJGAVl8bZhUd,anonymous,EN,r,x,01,l,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,7.212,28.747,31.069,3,7,7,4,6,8.716,8.716,10.586,1,5,3,6,4.666666666666667,2.351,8.59,9.891,2,6,7,7,7,4,5,7,6,7,6.333333333333333,6,6.333333333333333,About once each week.,0,3,3,1,2.3333333333333335,11.081,11.081,12.79,1,5,7,6,6,9.525,9.525,10.9,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,11.101,11.101,50.963,1,51415,NA
sb30la,2024-01-31T11:27:21Z,2024-01-31T11:37:40Z,IP Address,100,618,TRUE,2024-01-31T11:37:40Z,R_6xRiFoshCsoBLSI,anonymous,EN,s,b,30,l,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,5.115,5.115,6.225,1,5,5,5,5,2.785,2.785,3.55,1,5,4,3,4,2.9,2.9,3.867,1,5,6,6,4,3,4,3,4,3,4.333333333333333,5,3.3333333333333335,Several times each week.,frequent generative AI user,2,2,2,2,9.605,9.605,10.926,1,6,7,6,6.333333333333333,2.21,2.21,3.102,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,14.721,14.721,85.065,1,43754,NA
sc02lj,2024-01-31T11:29:23Z,2024-01-31T11:36:37Z,IP Address,100,433,TRUE,2024-01-31T11:36:37Z,R_2IQqNhFkl3FYkVd,anonymous,EN,s,c,02,l,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,4.989,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,11.566,11.566,13.051,1,2,5,5,4,4.182,5.433,6.356,2,3,3,3,3,4.1,4.1,4.972,1,6,6,6,6,6,6,6,6,5,6,6,5.666666666666667,Several times each week.,frequent generative AI user,3,2,1,2,3.263,3.263,4.402,1,5,6,3,4.666666666666667,6.421,6.421,7.196,1,Male,NA,21,China,95,China,0,NA,NA,NA,NA,0,0,10.123,0,30522,NA
sc21hn,2024-01-31T11:26:40Z,2024-01-31T11:35:45Z,IP Address,100,544,TRUE,2024-01-31T11:35:46Z,R_4JgDlNNwEVulAki,anonymous,EN,s,c,21,h,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,2.785,0,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,1,4.459,60.879,62.001,6,6,6,6,6,3.888,3.888,4.698,1,6,4,6,5.333333333333333,2.36,2.36,3.122,1,6,7,7,7,7,5,5,7,5,6.666666666666667,7,5,Once or more each day.,frequent generative AI user,3,2,1,2,5.94,5.94,8.153,1,7,7,7,7,1.091,1.091,1.966,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,10.508,10.508,34.339,1,99078,NA
sc24hs,2024-01-31T11:27:17Z,2024-01-31T11:40:14Z,IP Address,100,777,TRUE,2024-01-31T11:40:14Z,R_6dcz9fpz9WKeZtb,anonymous,EN,s,c,24,h,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,9.161,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,50.219,50.219,51.184,1,4,4,4,4,8.95,8.95,9.874,1,5,5,5,5,4.849,4.849,5.708,1,6,6,6,6,4,6,6,6,4,6,5.333333333333333,5.333333333333333,Several times each week.,frequent generative AI user,2,2,2,2,4.083,4.083,5.938,1,4,6,5,5,3.55,3.55,4.726,1,Female,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,2.22,2.22,92.341,1,23393,NA
sd27kj,2024-01-31T11:28:21Z,2024-01-31T11:39:39Z,IP Address,100,678,TRUE,2024-01-31T11:39:40Z,R_6f9biR3sy7gOgqM,anonymous,EN,s,d,27,k,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,11.121,17.188,18.159,2,6,6,6,6,2.681,2.681,5.572,1,4,5,5,4.666666666666667,3.718,3.718,4.544,1,5,3,4,5,2,4,3,5,3,5,3,3.3333333333333335,Several times each week.,frequent generative AI user,2,1,1,1.3333333333333333,3.697,4.206,5.215,2,6,6,6,6,1.817,1.817,2.77,1,Female,NA,22,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,6.132,6.132,33.731,1,17726,NA
sh07hm,2024-03-08T14:29:51Z,2024-03-08T14:39:09Z,IP Address,100,558,TRUE,2024-03-08T14:39:10Z,R_6MLpihBpmelvkHL,anonymous,EN,s,h,07,h,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as an entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience –broader,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,1,16.225,20.154,21.4,5,4,5,6,5,10.538,10.538,12.363,1,4,3,4,3.6666666666666665,5.473,5.473,6.521,1,4,5,5,5,3,5,5,6,5,5,4.333333333333333,5,Several times each week.,frequent generative AI user,3,3,2,2.6666666666666665,6.433,6.433,8.257,1,4,5,5,4.666666666666667,3.904,3.904,5.014,1,Female,NA,22,China,95,China,0,NA,NA,NA,NA,4.51,4.51,29.878,1,37684,NA
sl06ej,2024-01-31T11:36:02Z,2024-01-31T11:41:36Z,IP Address,100,333,TRUE,2024-01-31T11:41:36Z,R_7DppLDBiHyc2F2x,anonymous,EN,s,l,06,e,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,0.666,0,None of the above.,0,0,None of the above.,0,0,Mathematics and Business.,Another programme with a business component,0,0.881,0.881,1.283,1,3,5,5,4.333333333333333,1.166,1.964,2.451,2,1,1,1,1,0.553,1.12,1.633,2,6,3,6,6,1,4,6,3,2,5,3.3333333333333335,4,Twice or three times a month.,0,3,1,3,2.3333333333333335,0.566,0.566,1.467,1,7,7,7,7,0.786,1.119,1.601,2,Female,NA,21,Czech Republic,2,Europe & Central Asia,0,NA,NA,NA,NA,1.4,57.245,137.14,4,37113,NA
sl08rj,2024-01-31T11:29:43Z,2024-01-31T11:36:16Z,IP Address,100,393,TRUE,2024-01-31T11:36:17Z,R_41sR5qollx9s1sY,anonymous,EN,s,l,08,r,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as an entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,10.053,10.053,24.77,1,5,6,6,5.666666666666667,3.073,3.073,4.453,1,5,3,6,4.666666666666667,1.955,1.955,2.733,1,7,6,6,7,7,6,5,7,5,7,6.333333333333333,5.333333333333333,Once or more each day.,frequent generative AI user,3,1,1,1.6666666666666667,2.363,2.363,4.562,1,5,5,4,4.666666666666667,4.27,4.27,5.131,1,Female,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,2.752,2.752,15.372,1,33080,NA
sm06nj,2024-02-01T18:07:59Z,2024-02-01T18:20:23Z,IP Address,100,743,TRUE,2024-02-01T18:20:24Z,R_4fG7MInNn6sNqyB,anonymous,EN,s,m,06,n,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,10.837,10.837,13.015,1,5,6,5,5.333333333333333,6.077,7.065,7.523,2,7,6,6,6.333333333333333,10.756,10.756,11.74,1,5,6,6,6,5,6,5,6,5,5.666666666666667,5.666666666666667,5.333333333333333,Several times each week.,frequent generative AI user,2,2,1,1.6666666666666667,3.121,5.111,9.715,2,6,6,6,6,3.532,3.532,4.887,1,Female,NA,21,Myanmar,1,East Asia & Pacific,0,NA,NA,NA,NA,8.004,8.004,46.518,1,42985,NA
sm07sm,2024-01-31T11:29:38Z,2024-01-31T11:38:55Z,IP Address,100,556,TRUE,2024-01-31T11:38:55Z,R_39ae4i4F6rA57Ut,anonymous,EN,s,m,07,s,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Law and Business / Psychology and Business / Economics and Management.,Another programme with a business component,0,8.758,8.758,10.237,1,5,6,4,5,9.899,9.899,10.788,1,4,3,6,4.333333333333333,4.099,4.099,4.813,1,3,6,7,7,5,5,7,6,6,5.333333333333333,6,6,Once or more each day.,frequent generative AI user,2,1,1,1.3333333333333333,6.21,6.21,7.189,1,6,7,7,6.666666666666667,4.378,4.378,5.021,1,Female,NA,21,Spain,1,Europe & Central Asia,0,NA,NA,NA,NA,10.314,10.314,69.453,1,88576,NA
sn02nn,2024-03-12T10:26:14Z,2024-03-12T10:31:54Z,IP Address,100,339,TRUE,2024-03-12T10:31:55Z,R_1VabJuaQPeCDWzS,anonymous,EN,s,n,02,n,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,Computer Science / Data Science / Informatics.,A programme without a business component,0,9.501,9.501,10.957,1,6,6,6,6,2.448,2.448,3.064,1,6,6,6,6,1.464,1.464,1.941,1,2,6,6,6,6,6,5,6,5,4.666666666666667,6,5.333333333333333,Several times each week.,frequent generative AI user,1,1,2,1.3333333333333333,7.501,7.501,8.096,1,6,6,6,6,1.3,3.688,4.487,2,Male,NA,22,India,7,India,0,NA,NA,NA,NA,13.701,13.701,40.446,1,92846,NA
sp20ua,2024-01-31T11:28:39Z,2024-01-31T11:39:27Z,IP Address,100,647,TRUE,2024-01-31T11:39:28Z,R_4wt04xVycN8AIz7,anonymous,EN,s,p,20,u,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,"I am an exchange student, and I do not study business in my home university.",A programme without a business component,2,5.665,10.588,12.139,2,5,7,7,6.333333333333333,2.675,2.675,3.454,1,5,6,5,5.333333333333333,2.699,2.699,3.488,1,6,2,7,7,2,3,3,6,3,6.333333333333333,3.6666666666666665,3,Several times each week.,frequent generative AI user,3,1,1,1.6666666666666667,6.381,6.381,7.158,1,6,6,7,6.333333333333333,4.395,4.395,5.176,1,Female,NA,24,Sweden,1,Europe & Central Asia,0,NA,NA,NA,NA,6.49,13.651,62.874,2,27080,NA
